cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,tvpol,polintr,trstprl,stfdem,gndr,agea
CH,ESS1-7e01,1.0,08.12.2016,40418,ESS7e02_1,7,2.1,1,1,1.01914540697935,0.452177154,4,3,8,10,1,63
CH,ESS1-7e01,1.0,08.12.2016,40419,ESS7e02_1,7,2.1,3,1,1.14055780323079,0.452177154,66,2,7,8,1,37
CH,ESS1-7e01,1.0,08.12.2016,40420,ESS7e02_1,7,2.1,5,1,1.01914540697935,0.452177154,2,2,8,9,1,69
CH,ESS1-7e01,1.0,08.12.2016,40421,ESS7e02_1,7,2.1,9,1,1.14055780323079,0.452177154,1,2,7,9,1,51
CH,ESS1-7e01,1.0,08.12.2016,40422,ESS7e02_1,7,2.1,10,1,1.16105926149759,0.452177154,66,2,5,6,2,27
CH,ESS1-7e01,1.0,08.12.2016,40423,ESS7e02_1,7,2.1,12,1,1.14055780323079,0.452177154,3,1,9,10,1,45
CH,ESS1-7e01,1.0,08.12.2016,40424,ESS7e02_1,7,2.1,14,1,1.14055780323079,0.452177154,1,2,10,9,1,44
CH,ESS1-7e01,1.0,08.12.2016,40425,ESS7e02_1,7,2.1,15,1,1.14055780323079,0.452177154,1,4,6,7,1,35
CH,ESS1-7e01,1.0,08.12.2016,40426,ESS7e02_1,7,2.1,16,1,1.16833314874972,0.452177154,1,4,88,5,2,62
CH,ESS1-7e01,1.0,08.12.2016,40427,ESS7e02_1,7,2.1,22,1,1.16833314874972,0.452177154,3,4,5,6,2,75
CH,ESS1-7e01,1.0,08.12.2016,40428,ESS7e02_1,7,2.1,25,1,1.17285724393997,0.452177154,2,2,8,7,1,30
CH,ESS1-7e01,1.0,08.12.2016,40429,ESS7e02_1,7,2.1,26,1,1.10658342266732,0.452177154,2,2,8,8,2,49
CH,ESS1-7e01,1.0,08.12.2016,40430,ESS7e02_1,7,2.1,28,1,1.14055780323079,0.452177154,2,2,8,9,1,51
CH,ESS1-7e01,1.0,08.12.2016,40431,ESS7e02_1,7,2.1,29,1,1.16105926149759,0.452177154,1,3,6,5,2,32
CH,ESS1-7e01,1.0,08.12.2016,40432,ESS7e02_1,7,2.1,30,1,1.16833314874972,0.452177154,2,2,7,8,2,60
CH,ESS1-7e01,1.0,08.12.2016,40433,ESS7e02_1,7,2.1,34,1,1.16833314874972,0.452177154,2,2,8,8,2,86
CH,ESS1-7e01,1.0,08.12.2016,40434,ESS7e02_1,7,2.1,36,1,1.16105926149759,0.452177154,2,3,7,8,2,31
CH,ESS1-7e01,1.0,08.12.2016,40435,ESS7e02_1,7,2.1,40,1,1.01914540697935,0.452177154,2,3,3,8,1,75
CH,ESS1-7e01,1.0,08.12.2016,40436,ESS7e02_1,7,2.1,41,1,1.17285724393997,0.452177154,2,3,3,7,1,30
CH,ESS1-7e01,1.0,08.12.2016,40437,ESS7e02_1,7,2.1,46,1,1.16105926149759,0.452177154,88,2,5,4,2,26
CH,ESS1-7e01,1.0,08.12.2016,40438,ESS7e02_1,7,2.1,50,1,1.14055780323079,0.452177154,1,4,5,88,1,52
CH,ESS1-7e01,1.0,08.12.2016,40439,ESS7e02_1,7,2.1,51,1,1.16833314874972,0.452177154,3,2,5,6,2,65
CH,ESS1-7e01,1.0,08.12.2016,40440,ESS7e02_1,7,2.1,52,1,1.14055780323079,0.452177154,4,1,9,8,1,35
CH,ESS1-7e01,1.0,08.12.2016,40441,ESS7e02_1,7,2.1,53,1,1.01914540697935,0.452177154,1,3,7,7,1,67
CH,ESS1-7e01,1.0,08.12.2016,40442,ESS7e02_1,7,2.1,55,1,1.14055780323079,0.452177154,1,1,6,7,1,49
CH,ESS1-7e01,1.0,08.12.2016,40443,ESS7e02_1,7,2.1,56,1,1.14055780323079,0.452177154,5,1,6,8,1,43
CH,ESS1-7e01,1.0,08.12.2016,40444,ESS7e02_1,7,2.1,57,1,1.10658342266732,0.452177154,1,3,6,7,2,50
CH,ESS1-7e01,1.0,08.12.2016,40445,ESS7e02_1,7,2.1,58,1,1.01914540697935,0.452177154,4,3,8,8,1,85
CH,ESS1-7e01,1.0,08.12.2016,40446,ESS7e02_1,7,2.1,60,1,1.01914540697935,0.452177154,3,2,5,8,1,69
CH,ESS1-7e01,1.0,08.12.2016,40447,ESS7e02_1,7,2.1,65,1,1.10658342266732,0.452177154,3,2,6,8,2,38
CH,ESS1-7e01,1.0,08.12.2016,40448,ESS7e02_1,7,2.1,66,1,1.10658342266732,0.452177154,2,3,88,5,2,40
CH,ESS1-7e01,1.0,08.12.2016,40449,ESS7e02_1,7,2.1,68,1,1.16105926149759,0.452177154,0,2,88,8,2,26
CH,ESS1-7e01,1.0,08.12.2016,40450,ESS7e02_1,7,2.1,69,1,1.01914540697935,0.452177154,2,1,7,10,1,56
CH,ESS1-7e01,1.0,08.12.2016,40451,ESS7e02_1,7,2.1,70,1,1.17285724393997,0.452177154,2,2,7,8,1,26
CH,ESS1-7e01,1.0,08.12.2016,40452,ESS7e02_1,7,2.1,71,1,1.16833314874972,0.452177154,2,4,8,88,2,81
CH,ESS1-7e01,1.0,08.12.2016,40453,ESS7e02_1,7,2.1,73,1,1.01914540697935,0.452177154,2,3,10,10,1,60
CH,ESS1-7e01,1.0,08.12.2016,40454,ESS7e02_1,7,2.1,74,1,1.10658342266732,0.452177154,2,4,10,10,2,44
CH,ESS1-7e01,1.0,08.12.2016,40455,ESS7e02_1,7,2.1,75,1,1.16105926149759,0.452177154,2,1,10,10,2,34
CH,ESS1-7e01,1.0,08.12.2016,40456,ESS7e02_1,7,2.1,76,1,1.17285724393997,0.452177154,66,1,8,8,1,22
CH,ESS1-7e01,1.0,08.12.2016,40457,ESS7e02_1,7,2.1,77,1,1.10658342266732,0.452177154,3,3,8,7,2,42
CH,ESS1-7e01,1.0,08.12.2016,40458,ESS7e02_1,7,2.1,79,1,1.14055780323079,0.452177154,2,2,7,9,1,54
CH,ESS1-7e01,1.0,08.12.2016,40459,ESS7e02_1,7,2.1,81,1,1.10658342266732,0.452177154,0,3,8,8,2,35
CH,ESS1-7e01,1.0,08.12.2016,40460,ESS7e02_1,7,2.1,82,1,1.17285724393997,0.452177154,1,2,6,5,1,29
CH,ESS1-7e01,1.0,08.12.2016,40461,ESS7e02_1,7,2.1,84,1,1.17285724393997,0.452177154,2,1,9,8,1,33
CH,ESS1-7e01,1.0,08.12.2016,40462,ESS7e02_1,7,2.1,86,1,1.17285724393997,0.452177154,1,2,8,9,1,17
CH,ESS1-7e01,1.0,08.12.2016,40463,ESS7e02_1,7,2.1,87,1,1.10658342266732,0.452177154,1,4,88,4,2,44
CH,ESS1-7e01,1.0,08.12.2016,40464,ESS7e02_1,7,2.1,88,1,1.10658342266732,0.452177154,2,3,88,10,2,49
CH,ESS1-7e01,1.0,08.12.2016,40465,ESS7e02_1,7,2.1,89,1,1.16105926149759,0.452177154,1,2,8,9,2,31
CH,ESS1-7e01,1.0,08.12.2016,40466,ESS7e02_1,7,2.1,90,1,1.16105926149759,0.452177154,1,3,8,9,2,16
CH,ESS1-7e01,1.0,08.12.2016,40467,ESS7e02_1,7,2.1,95,1,1.16833314874972,0.452177154,1,3,8,8,2,56
CH,ESS1-7e01,1.0,08.12.2016,40468,ESS7e02_1,7,2.1,96,1,1.10658342266732,0.452177154,1,3,6,7,2,35
CH,ESS1-7e01,1.0,08.12.2016,40469,ESS7e02_1,7,2.1,98,1,1.01914540697935,0.452177154,1,2,5,6,1,57
CH,ESS1-7e01,1.0,08.12.2016,40470,ESS7e02_1,7,2.1,102,1,1.16833314874972,0.452177154,3,4,1,4,2,64
CH,ESS1-7e01,1.0,08.12.2016,40471,ESS7e02_1,7,2.1,104,1,1.14055780323079,0.452177154,0,2,7,7,1,47
CH,ESS1-7e01,1.0,08.12.2016,40472,ESS7e02_1,7,2.1,105,1,1.01914540697935,0.452177154,3,1,7,10,1,55
CH,ESS1-7e01,1.0,08.12.2016,40473,ESS7e02_1,7,2.1,108,1,1.17285724393997,0.452177154,2,2,5,7,1,24
CH,ESS1-7e01,1.0,08.12.2016,40474,ESS7e02_1,7,2.1,111,1,1.17285724393997,0.452177154,1,2,7,9,1,28
CH,ESS1-7e01,1.0,08.12.2016,40475,ESS7e02_1,7,2.1,112,1,1.16833314874972,0.452177154,66,3,5,8,2,90
CH,ESS1-7e01,1.0,08.12.2016,40476,ESS7e02_1,7,2.1,116,1,1.17285724393997,0.452177154,4,1,7,9,1,22
CH,ESS1-7e01,1.0,08.12.2016,40477,ESS7e02_1,7,2.1,117,1,1.16105926149759,0.452177154,1,2,6,9,2,32
CH,ESS1-7e01,1.0,08.12.2016,40478,ESS7e02_1,7,2.1,118,1,1.14055780323079,0.452177154,0,2,8,7,1,52
CH,ESS1-7e01,1.0,08.12.2016,40479,ESS7e02_1,7,2.1,119,1,1.01914540697935,0.452177154,2,2,6,6,1,69
CH,ESS1-7e01,1.0,08.12.2016,40480,ESS7e02_1,7,2.1,120,1,1.16105926149759,0.452177154,0,4,10,10,2,17
CH,ESS1-7e01,1.0,08.12.2016,40481,ESS7e02_1,7,2.1,121,1,1.16833314874972,0.452177154,2,3,8,5,2,84
CH,ESS1-7e01,1.0,08.12.2016,40482,ESS7e02_1,7,2.1,125,1,1.14055780323079,0.452177154,0,3,7,9,1,37
CH,ESS1-7e01,1.0,08.12.2016,40483,ESS7e02_1,7,2.1,126,1,1.01914540697935,0.452177154,2,2,7,8,1,59
CH,ESS1-7e01,1.0,08.12.2016,40484,ESS7e02_1,7,2.1,129,1,1.01914540697935,0.452177154,2,2,7,8,1,62
CH,ESS1-7e01,1.0,08.12.2016,40485,ESS7e02_1,7,2.1,130,1,1.16833314874972,0.452177154,2,2,7,8,2,74
CH,ESS1-7e01,1.0,08.12.2016,40486,ESS7e02_1,7,2.1,133,1,1.01914540697935,0.452177154,2,3,8,9,1,63
CH,ESS1-7e01,1.0,08.12.2016,40487,ESS7e02_1,7,2.1,135,1,1.10658342266732,0.452177154,0,4,6,0,2,46
CH,ESS1-7e01,1.0,08.12.2016,40488,ESS7e02_1,7,2.1,137,1,1.17285724393997,0.452177154,3,2,9,9,1,19
CH,ESS1-7e01,1.0,08.12.2016,40489,ESS7e02_1,7,2.1,147,1,1.16833314874972,0.452177154,1,3,3,6,2,64
CH,ESS1-7e01,1.0,08.12.2016,40490,ESS7e02_1,7,2.1,148,1,1.10658342266732,0.452177154,0,3,8,9,2,36
CH,ESS1-7e01,1.0,08.12.2016,40491,ESS7e02_1,7,2.1,149,1,1.16105926149759,0.452177154,1,1,8,7,2,29
CH,ESS1-7e01,1.0,08.12.2016,40492,ESS7e02_1,7,2.1,150,1,1.10658342266732,0.452177154,0,3,88,9,2,36
CH,ESS1-7e01,1.0,08.12.2016,40493,ESS7e02_1,7,2.1,155,1,1.14055780323079,0.452177154,1,2,3,7,1,41
CH,ESS1-7e01,1.0,08.12.2016,40494,ESS7e02_1,7,2.1,156,1,1.16105926149759,0.452177154,2,3,5,4,2,24
CH,ESS1-7e01,1.0,08.12.2016,40495,ESS7e02_1,7,2.1,157,1,1.16833314874972,0.452177154,3,3,5,88,2,89
CH,ESS1-7e01,1.0,08.12.2016,40496,ESS7e02_1,7,2.1,158,1,1.10658342266732,0.452177154,1,4,3,5,2,48
CH,ESS1-7e01,1.0,08.12.2016,40497,ESS7e02_1,7,2.1,161,1,1.16105926149759,0.452177154,1,3,7,8,2,18
CH,ESS1-7e01,1.0,08.12.2016,40498,ESS7e02_1,7,2.1,162,1,1.10658342266732,0.452177154,1,1,6,8,2,53
CH,ESS1-7e01,1.0,08.12.2016,40499,ESS7e02_1,7,2.1,164,1,1.17285724393997,0.452177154,1,1,10,8,1,31
CH,ESS1-7e01,1.0,08.12.2016,40500,ESS7e02_1,7,2.1,167,1,1.14055780323079,0.452177154,1,2,6,6,1,40
CH,ESS1-7e01,1.0,08.12.2016,40501,ESS7e02_1,7,2.1,168,1,1.16105926149759,0.452177154,2,2,88,5,2,25
CH,ESS1-7e01,1.0,08.12.2016,40502,ESS7e02_1,7,2.1,169,1,1.16833314874972,0.452177154,7,2,8,8,2,61
CH,ESS1-7e01,1.0,08.12.2016,40503,ESS7e02_1,7,2.1,170,1,1.01914540697935,0.452177154,2,2,7,9,1,92
CH,ESS1-7e01,1.0,08.12.2016,40504,ESS7e02_1,7,2.1,171,1,1.17285724393997,0.452177154,1,4,8,10,1,32
CH,ESS1-7e01,1.0,08.12.2016,40505,ESS7e02_1,7,2.1,177,1,1.16105926149759,0.452177154,1,2,8,9,2,30
CH,ESS1-7e01,1.0,08.12.2016,40506,ESS7e02_1,7,2.1,179,1,1.16833314874972,0.452177154,66,2,10,10,2,72
CH,ESS1-7e01,1.0,08.12.2016,40507,ESS7e02_1,7,2.1,180,1,1.14055780323079,0.452177154,1,2,6,10,1,36
CH,ESS1-7e01,1.0,08.12.2016,40508,ESS7e02_1,7,2.1,181,1,1.16833314874972,0.452177154,7,3,3,8,2,72
CH,ESS1-7e01,1.0,08.12.2016,40509,ESS7e02_1,7,2.1,184,1,1.14055780323079,0.452177154,2,3,8,8,1,39
CH,ESS1-7e01,1.0,08.12.2016,40510,ESS7e02_1,7,2.1,185,1,1.17285724393997,0.452177154,2,2,8,10,1,31
CH,ESS1-7e01,1.0,08.12.2016,40511,ESS7e02_1,7,2.1,186,1,1.14055780323079,0.452177154,2,2,7,10,1,53
CH,ESS1-7e01,1.0,08.12.2016,40512,ESS7e02_1,7,2.1,187,1,1.16833314874972,0.452177154,2,2,8,3,2,86
CH,ESS1-7e01,1.0,08.12.2016,40513,ESS7e02_1,7,2.1,188,1,1.16105926149759,0.452177154,2,2,7,8,2,17
CH,ESS1-7e01,1.0,08.12.2016,40514,ESS7e02_1,7,2.1,192,1,1.16833314874972,0.452177154,2,3,5,5,2,64
CH,ESS1-7e01,1.0,08.12.2016,40515,ESS7e02_1,7,2.1,193,1,1.16105926149759,0.452177154,0,3,5,5,2,19
CH,ESS1-7e01,1.0,08.12.2016,40516,ESS7e02_1,7,2.1,197,1,1.01914540697935,0.452177154,3,1,5,8,1,70
CH,ESS1-7e01,1.0,08.12.2016,40517,ESS7e02_1,7,2.1,199,1,1.16105926149759,0.452177154,66,3,5,5,2,22
CH,ESS1-7e01,1.0,08.12.2016,40518,ESS7e02_1,7,2.1,200,1,1.16833314874972,0.452177154,1,4,6,88,2,78
CH,ESS1-7e01,1.0,08.12.2016,40519,ESS7e02_1,7,2.1,206,1,1.16105926149759,0.452177154,1,2,7,8,2,29
CH,ESS1-7e01,1.0,08.12.2016,40520,ESS7e02_1,7,2.1,210,1,1.10658342266732,0.452177154,1,4,7,7,2,47
CH,ESS1-7e01,1.0,08.12.2016,40521,ESS7e02_1,7,2.1,212,1,1.14055780323079,0.452177154,2,4,5,7,1,53
CH,ESS1-7e01,1.0,08.12.2016,40522,ESS7e02_1,7,2.1,216,1,1.14055780323079,0.452177154,1,2,9,8,1,49
CH,ESS1-7e01,1.0,08.12.2016,40523,ESS7e02_1,7,2.1,217,1,1.17285724393997,0.452177154,2,3,10,6,1,29
CH,ESS1-7e01,1.0,08.12.2016,40524,ESS7e02_1,7,2.1,218,1,1.01914540697935,0.452177154,1,4,6,8,1,75
CH,ESS1-7e01,1.0,08.12.2016,40525,ESS7e02_1,7,2.1,219,1,1.16833314874972,0.452177154,3,3,10,10,2,89
CH,ESS1-7e01,1.0,08.12.2016,40526,ESS7e02_1,7,2.1,220,1,1.14055780323079,0.452177154,2,1,8,10,1,41
CH,ESS1-7e01,1.0,08.12.2016,40527,ESS7e02_1,7,2.1,222,1,1.16105926149759,0.452177154,1,3,7,4,2,17
CH,ESS1-7e01,1.0,08.12.2016,40528,ESS7e02_1,7,2.1,223,1,1.14055780323079,0.452177154,1,3,9,9,1,36
CH,ESS1-7e01,1.0,08.12.2016,40529,ESS7e02_1,7,2.1,224,1,1.10658342266732,0.452177154,1,3,9,6,2,46
CH,ESS1-7e01,1.0,08.12.2016,40530,ESS7e02_1,7,2.1,230,1,1.16833314874972,0.452177154,0,1,10,10,2,58
CH,ESS1-7e01,1.0,08.12.2016,40531,ESS7e02_1,7,2.1,231,1,1.16833314874972,0.452177154,1,2,7,7,2,55
CH,ESS1-7e01,1.0,08.12.2016,40532,ESS7e02_1,7,2.1,232,1,1.10658342266732,0.452177154,2,3,5,7,2,53
CH,ESS1-7e01,1.0,08.12.2016,40533,ESS7e02_1,7,2.1,240,1,1.16833314874972,0.452177154,1,2,5,5,2,69
CH,ESS1-7e01,1.0,08.12.2016,40534,ESS7e02_1,7,2.1,242,1,1.16833314874972,0.452177154,0,2,8,7,2,62
CH,ESS1-7e01,1.0,08.12.2016,40535,ESS7e02_1,7,2.1,246,1,1.17285724393997,0.452177154,1,3,5,5,1,19
CH,ESS1-7e01,1.0,08.12.2016,40536,ESS7e02_1,7,2.1,249,1,1.16833314874972,0.452177154,2,2,10,10,2,60
CH,ESS1-7e01,1.0,08.12.2016,40537,ESS7e02_1,7,2.1,251,1,1.17285724393997,0.452177154,0,2,0,5,1,33
CH,ESS1-7e01,1.0,08.12.2016,40538,ESS7e02_1,7,2.1,257,1,1.16833314874972,0.452177154,3,3,6,7,2,69
CH,ESS1-7e01,1.0,08.12.2016,40539,ESS7e02_1,7,2.1,258,1,1.16833314874972,0.452177154,1,2,5,9,2,65
CH,ESS1-7e01,1.0,08.12.2016,40540,ESS7e02_1,7,2.1,260,1,1.17285724393997,0.452177154,1,2,5,7,1,22
CH,ESS1-7e01,1.0,08.12.2016,40541,ESS7e02_1,7,2.1,261,1,1.16105926149759,0.452177154,66,1,6,8,2,18
CH,ESS1-7e01,1.0,08.12.2016,40542,ESS7e02_1,7,2.1,268,1,1.16105926149759,0.452177154,0,3,6,5,2,19
CH,ESS1-7e01,1.0,08.12.2016,40543,ESS7e02_1,7,2.1,270,1,1.01914540697935,0.452177154,2,2,8,8,1,80
CH,ESS1-7e01,1.0,08.12.2016,40544,ESS7e02_1,7,2.1,271,1,1.01914540697935,0.452177154,1,1,6,8,1,67
CH,ESS1-7e01,1.0,08.12.2016,40545,ESS7e02_1,7,2.1,273,1,1.16833314874972,0.452177154,2,3,6,7,2,69
CH,ESS1-7e01,1.0,08.12.2016,40546,ESS7e02_1,7,2.1,274,1,1.01914540697935,0.452177154,2,2,3,1,1,71
CH,ESS1-7e01,1.0,08.12.2016,40547,ESS7e02_1,7,2.1,279,1,1.01914540697935,0.452177154,2,2,9,9,1,56
CH,ESS1-7e01,1.0,08.12.2016,40548,ESS7e02_1,7,2.1,283,1,1.16105926149759,0.452177154,66,2,8,8,2,34
CH,ESS1-7e01,1.0,08.12.2016,40549,ESS7e02_1,7,2.1,284,1,1.01914540697935,0.452177154,1,1,8,8,1,58
CH,ESS1-7e01,1.0,08.12.2016,40550,ESS7e02_1,7,2.1,287,1,1.10658342266732,0.452177154,6,1,10,10,2,46
CH,ESS1-7e01,1.0,08.12.2016,40551,ESS7e02_1,7,2.1,288,1,1.16105926149759,0.452177154,2,3,4,88,2,16
CH,ESS1-7e01,1.0,08.12.2016,40552,ESS7e02_1,7,2.1,292,1,1.16833314874972,0.452177154,3,2,6,9,2,70
CH,ESS1-7e01,1.0,08.12.2016,40553,ESS7e02_1,7,2.1,294,1,1.14055780323079,0.452177154,2,2,8,9,1,43
CH,ESS1-7e01,1.0,08.12.2016,40554,ESS7e02_1,7,2.1,295,1,1.14055780323079,0.452177154,0,4,3,8,1,49
CH,ESS1-7e01,1.0,08.12.2016,40555,ESS7e02_1,7,2.1,297,1,1.01914540697935,0.452177154,1,2,5,5,1,71
CH,ESS1-7e01,1.0,08.12.2016,40556,ESS7e02_1,7,2.1,301,1,1.16833314874972,0.452177154,2,2,8,7,2,65
CH,ESS1-7e01,1.0,08.12.2016,40557,ESS7e02_1,7,2.1,303,1,1.16105926149759,0.452177154,0,3,4,88,2,28
CH,ESS1-7e01,1.0,08.12.2016,40558,ESS7e02_1,7,2.1,308,1,1.17285724393997,0.452177154,66,2,8,8,1,25
CH,ESS1-7e01,1.0,08.12.2016,40559,ESS7e02_1,7,2.1,316,1,1.10658342266732,0.452177154,2,3,6,7,2,49
CH,ESS1-7e01,1.0,08.12.2016,40560,ESS7e02_1,7,2.1,317,1,1.16105926149759,0.452177154,0,2,6,7,2,30
CH,ESS1-7e01,1.0,08.12.2016,40561,ESS7e02_1,7,2.1,318,1,1.16833314874972,0.452177154,1,4,0,6,2,55
CH,ESS1-7e01,1.0,08.12.2016,40562,ESS7e02_1,7,2.1,320,1,1.10658342266732,0.452177154,0,4,5,5,2,48
CH,ESS1-7e01,1.0,08.12.2016,40563,ESS7e02_1,7,2.1,322,1,1.17285724393997,0.452177154,66,3,8,8,1,20
CH,ESS1-7e01,1.0,08.12.2016,40564,ESS7e02_1,7,2.1,323,1,1.14055780323079,0.452177154,1,2,3,8,1,46
CH,ESS1-7e01,1.0,08.12.2016,40565,ESS7e02_1,7,2.1,324,1,1.16105926149759,0.452177154,1,4,5,7,2,21
CH,ESS1-7e01,1.0,08.12.2016,40566,ESS7e02_1,7,2.1,328,1,1.10658342266732,0.452177154,3,2,8,6,2,51
CH,ESS1-7e01,1.0,08.12.2016,40567,ESS7e02_1,7,2.1,330,1,1.16833314874972,0.452177154,4,4,10,10,2,64
CH,ESS1-7e01,1.0,08.12.2016,40568,ESS7e02_1,7,2.1,332,1,1.16105926149759,0.452177154,3,1,8,7,2,27
CH,ESS1-7e01,1.0,08.12.2016,40569,ESS7e02_1,7,2.1,333,1,1.17285724393997,0.452177154,0,3,8,8,1,34
CH,ESS1-7e01,1.0,08.12.2016,40570,ESS7e02_1,7,2.1,334,1,1.16105926149759,0.452177154,2,2,88,8,2,27
CH,ESS1-7e01,1.0,08.12.2016,40571,ESS7e02_1,7,2.1,336,1,1.16833314874972,0.452177154,3,3,5,8,2,58
CH,ESS1-7e01,1.0,08.12.2016,40572,ESS7e02_1,7,2.1,337,1,1.14055780323079,0.452177154,3,3,8,6,1,50
CH,ESS1-7e01,1.0,08.12.2016,40573,ESS7e02_1,7,2.1,339,1,1.14055780323079,0.452177154,0,3,10,10,1,43
CH,ESS1-7e01,1.0,08.12.2016,40574,ESS7e02_1,7,2.1,340,1,1.17285724393997,0.452177154,2,1,7,7,1,32
CH,ESS1-7e01,1.0,08.12.2016,40575,ESS7e02_1,7,2.1,341,1,1.17285724393997,0.452177154,1,4,8,7,1,21
CH,ESS1-7e01,1.0,08.12.2016,40576,ESS7e02_1,7,2.1,344,1,1.10658342266732,0.452177154,3,3,88,8,2,53
CH,ESS1-7e01,1.0,08.12.2016,40577,ESS7e02_1,7,2.1,345,1,1.16833314874972,0.452177154,2,1,8,10,2,58
CH,ESS1-7e01,1.0,08.12.2016,40578,ESS7e02_1,7,2.1,348,1,0.839610497846271,0.452177154,2,2,8,8,1,65
CH,ESS1-7e01,1.0,08.12.2016,40579,ESS7e02_1,7,2.1,349,1,0.839610497846271,0.452177154,1,1,6,6,1,67
CH,ESS1-7e01,1.0,08.12.2016,40580,ESS7e02_1,7,2.1,350,1,1.14055780323079,0.452177154,1,3,7,5,1,50
CH,ESS1-7e01,1.0,08.12.2016,40581,ESS7e02_1,7,2.1,351,1,1.16105926149759,0.452177154,0,4,9,6,2,18
CH,ESS1-7e01,1.0,08.12.2016,40582,ESS7e02_1,7,2.1,352,1,1.17285724393997,0.452177154,1,3,4,7,1,28
CH,ESS1-7e01,1.0,08.12.2016,40583,ESS7e02_1,7,2.1,354,1,1.16833314874972,0.452177154,1,2,8,6,2,55
CH,ESS1-7e01,1.0,08.12.2016,40584,ESS7e02_1,7,2.1,357,1,1.10658342266732,0.452177154,1,1,6,7,2,48
CH,ESS1-7e01,1.0,08.12.2016,40585,ESS7e02_1,7,2.1,358,1,1.17285724393997,0.452177154,66,2,8,8,1,20
CH,ESS1-7e01,1.0,08.12.2016,40586,ESS7e02_1,7,2.1,359,1,1.17285724393997,0.452177154,2,2,7,7,1,23
CH,ESS1-7e01,1.0,08.12.2016,40587,ESS7e02_1,7,2.1,360,1,1.16833314874972,0.452177154,1,3,5,7,2,76
CH,ESS1-7e01,1.0,08.12.2016,40588,ESS7e02_1,7,2.1,361,1,1.10658342266732,0.452177154,1,3,2,4,2,53
CH,ESS1-7e01,1.0,08.12.2016,40589,ESS7e02_1,7,2.1,362,1,1.16105926149759,0.452177154,1,3,7,7,2,30
CH,ESS1-7e01,1.0,08.12.2016,40590,ESS7e02_1,7,2.1,363,1,1.17285724393997,0.452177154,1,3,6,7,1,24
CH,ESS1-7e01,1.0,08.12.2016,40591,ESS7e02_1,7,2.1,365,1,0.939634617822948,0.452177154,1,1,5,3,1,35
CH,ESS1-7e01,1.0,08.12.2016,40592,ESS7e02_1,7,2.1,368,1,0.956524493854456,0.452177154,1,4,7,7,2,21
CH,ESS1-7e01,1.0,08.12.2016,40593,ESS7e02_1,7,2.1,369,1,0.939634617822948,0.452177154,3,2,6,7,1,41
CH,ESS1-7e01,1.0,08.12.2016,40594,ESS7e02_1,7,2.1,371,1,1.17285724393997,0.452177154,1,4,3,9,1,27
CH,ESS1-7e01,1.0,08.12.2016,40595,ESS7e02_1,7,2.1,374,1,0.962516997039201,0.452177154,7,4,7,5,2,64
CH,ESS1-7e01,1.0,08.12.2016,40596,ESS7e02_1,7,2.1,377,1,0.962516997039201,0.452177154,2,2,2,5,2,63
CH,ESS1-7e01,1.0,08.12.2016,40597,ESS7e02_1,7,2.1,379,1,0.939634617822948,0.452177154,2,3,3,5,1,54
CH,ESS1-7e01,1.0,08.12.2016,40598,ESS7e02_1,7,2.1,380,1,0.839610497846271,0.452177154,2,3,5,8,1,67
CH,ESS1-7e01,1.0,08.12.2016,40599,ESS7e02_1,7,2.1,385,1,0.939634617822948,0.452177154,1,2,6,6,1,50
CH,ESS1-7e01,1.0,08.12.2016,40600,ESS7e02_1,7,2.1,390,1,0.966244117613919,0.452177154,2,3,8,8,1,16
CH,ESS1-7e01,1.0,08.12.2016,40601,ESS7e02_1,7,2.1,394,1,0.966244117613919,0.452177154,0,4,5,5,1,17
CH,ESS1-7e01,1.0,08.12.2016,40602,ESS7e02_1,7,2.1,396,1,0.966244117613919,0.452177154,1,2,9,10,1,25
CH,ESS1-7e01,1.0,08.12.2016,40603,ESS7e02_1,7,2.1,398,1,0.966244117613919,0.452177154,2,2,8,7,1,28
CH,ESS1-7e01,1.0,08.12.2016,40604,ESS7e02_1,7,2.1,400,1,0.839610497846271,0.452177154,2,3,6,8,1,72
CH,ESS1-7e01,1.0,08.12.2016,40605,ESS7e02_1,7,2.1,401,1,0.966244117613919,0.452177154,0,4,0,5,1,33
CH,ESS1-7e01,1.0,08.12.2016,40606,ESS7e02_1,7,2.1,402,1,0.839610497846271,0.452177154,2,3,5,5,1,71
CH,ESS1-7e01,1.0,08.12.2016,40607,ESS7e02_1,7,2.1,404,1,0.911645239287197,0.452177154,1,3,7,8,2,39
CH,ESS1-7e01,1.0,08.12.2016,40608,ESS7e02_1,7,2.1,405,1,0.966244117613919,0.452177154,2,3,8,7,1,23
CH,ESS1-7e01,1.0,08.12.2016,40609,ESS7e02_1,7,2.1,407,1,0.966244117613919,0.452177154,1,2,8,10,1,22
CH,ESS1-7e01,1.0,08.12.2016,40610,ESS7e02_1,7,2.1,410,1,0.956524493854456,0.452177154,1,1,8,7,2,16
CH,ESS1-7e01,1.0,08.12.2016,40611,ESS7e02_1,7,2.1,412,1,0.966244117613919,0.452177154,1,3,9,8,1,27
CH,ESS1-7e01,1.0,08.12.2016,40612,ESS7e02_1,7,2.1,417,1,0.956524493854456,0.452177154,1,3,9,5,2,22
CH,ESS1-7e01,1.0,08.12.2016,40613,ESS7e02_1,7,2.1,418,1,0.939634617822948,0.452177154,66,1,9,8,1,49
